mx,my,SRGtt21001,SRGtt18001,SRGtt23001200,SRGtt19001400
2000,1400,0.0,0.002269117313365101,0.005521518795855079,0.014068527342863625
2000,1600,0.0,7.41839762611276e-05,0.0008902077151335311,0.0035608308605341245
2000,1645,0.0,0.0004527960153950645,0.000981058033355973,0.003546902120594672
2100,1,0.0,0.10879904875148633,0.08509215219976218,0.004979191438763377
2100,200,0.0,0.11254257367096106,0.09543906411965053,0.005553087516659262
2100,400,0.0,0.10750403048512384,0.10252088524109629,0.00630221310274073
2100,600,0.0,0.09134791194324582,0.10663351129964163,0.007386820741607548
2100,800,0.0,0.0721595965588846,0.10404924354790863,0.009492732126965293
2100,1000,0.0,0.04037037037037037,0.08066666666666666,0.011111111111111112
2100,1200,0.0,0.017146674584323042,0.04809976247030879,0.015216745843230404
2100,1400,0.0,0.0033454761727752585,0.014125343840606647,0.017024756523678537
2100,1600,0.0,0.0005932517612161661,0.0023730070448646644,0.009862810530218761
2100,1745,0.0,0.0003712779386648845,0.0006683002895967921,0.003341501447983961
2200,1,0.0,0.11273684980613066,0.08493671812129637,0.006072134025898017
2200,200,0.0,0.1203950688486771,0.09480210511138346,0.005695335592242809
2200,400,0.0,0.11004016064257029,0.0990872581234027,0.005549470609711574
2200,600,0.0,0.10296986776501192,0.1086061131584652,0.005708504949779608
2200,800,0.0,0.08845620943630132,0.10807263180923211,0.009552978925107562
2200,1000,0.0,0.06063043955240255,0.09573612228479485,0.01031229430264024
2200,1200,0.0,0.029110083790811904,0.07165559086969084,0.015096792834440913
2200,1400,0.0,0.009803204330967883,0.0317506767137318,0.019386933938108128
2200,1600,0.0,0.001970515253247701,0.006860312363158663,0.015691139979565026
2200,1800,0.0,0.00029197080291970805,0.0010218978102189782,0.003941605839416058
2300,1,0.0,0.11915820029027577,0.08338171262699565,0.0046444121915820025
2300,200,0.0,0.1258810964756141,0.09284442862228551,0.005126379494482022
2300,400,0.0,0.11916137773657562,0.09855237823575555,0.005704913356628396
2300,600,0.0,0.11274226207694533,0.10601677755279144,0.0073040208273069136
2300,800,0.0,0.09793331893137466,0.10772665082451213,0.0075610282998487795
2300,1000,0.0,0.07496433666191156,0.11048502139800286,0.010485021398002854
2300,1200,0.0,0.04485373781148429,0.08934633441675695,0.011628746840014446
2300,1400,0.0,0.019518870642466147,0.05337078651685393,0.016781907231345435
2300,1600,0.0,0.00288704438830747,0.013063875857091303,0.01804402742692169
2300,1800,0.0,0.0008671146759158899,0.0017342293518317797,0.010983452561601272
2400,1,0.0,0.12375462567606035,0.07977512097922004,0.0044833475661827495
2400,200,0.0,0.12397752329468668,0.08571022121061242,0.004979016999786614
2400,400,0.0,0.12608633708505484,0.09374554779883175,0.005770052714061833
2400,600,0.0,0.12573785648246924,0.10518455301898869,0.006756276225019558
2400,800,0.0,0.1137690445678485,0.11049409084436851,0.006905880677773032
2400,1000,0.0,0.09632896983494593,0.1145418326693227,0.007896983494593056
2400,1200,0.0,0.058790035587188615,0.1009252669039146,0.009608540925266904
2400,1400,0.0,0.0309234378332267,0.07798393402999929,0.016208146726380893
2400,1600,0.0,0.010945273631840797,0.03646055437100213,0.017981520966595593
2400,1800,0.0,0.00206376316538571,0.006048961001992599,0.017435240535155137
2400,2000,0.0,0.0004265908282971916,0.0013508709562744402,0.0035549235691432635
2500,1,0.0,0.12287267848315797,0.07435915542687663,0.004448838358872961
2500,200,0.0,0.12820694041981764,0.08233797441515302,0.005018022475086578
2500,400,0.0,0.12986096407650505,0.09012633213353095,0.004869786152868939
2500,600,0.0,0.12839350685698292,0.09970612930310663,0.006087321578505458
2500,800,0.0,0.1247614335194741,0.11083621969322117,0.007210009189227398
2500,1000,0.0,0.10610977846761677,0.11492874276844928,0.007407930012699309
2500,1200,0.0,0.08223521950532027,0.11479106475935452,0.010076809245296315
2500,1400,0.0,0.04747169280540122,0.09487305717701666,0.011744848442225191
2500,1600,0.0,0.01959540424332135,0.05744695848311835,0.018397124127722563
2500,1800,0.0,0.0037368680815060284,0.015582034830430797,0.016851159839244165
2500,2000,0.0,0.0008475773414324058,0.0023308376889391155,0.010453453877666337
2600,1,0.0,0.1344164410192321,0.07748385752968132,0.005207248489897938
2600,400,0.0,0.1360515622810705,0.08946335995516323,0.005254308532997058
2600,600,0.0,0.13648440777513635,0.09649000139840581,0.005313942105999161
2600,800,0.0,0.12739745205095898,0.10856782864342714,0.006929861402771945
2600,1000,0.0,0.12116962344856602,0.11962695463151252,0.00743285884580324
2600,1200,0.0,0.09711120459963539,0.116393212733137,0.008413967185527976
2600,1400,0.0,0.06466965285554312,0.10806270996640538,0.010778275475923853
2600,1600,0.0,0.031037623484901564,0.07882014993344076,0.014432845232256708
2600,1800,0.0,0.010843710647824262,0.037428291590877294,0.01923884147194627
2600,2000,0.0,0.0019583158483704012,0.00629458665547629,0.016365925304238357
2600,2200,0.0,0.00028022978842650974,0.0007706319181729018,0.0032927000140114894
2700,1,0.0,0.13503370630342623,0.06963652790325943,0.004586837167280562
2700,400,0.0,0.13026233386681513,0.08120520492658827,0.0057755201447359265
2700,800,0.0,0.13758855396582859,0.10390331990554244,0.006181414085289624
2700,1200,0.0,0.11181711444160508,0.12272947026728365,0.008080668554458182
2700,1400,0.0,0.08983697537287548,0.12278876170655567,0.010128338536246964
2700,1600,0.0,0.04987531172069826,0.10182876142975894,0.011776115267387088
2700,1800,0.0,0.019599666388657216,0.06415068112315819,0.018765638031693076
2700,2000,0.0,0.0038215675375208448,0.016745414118954974,0.01917732073374097
2700,2200,0.0,0.0004863137418368765,0.002014728359038488,0.010768375712102264
2800,1,0.0,0.13150628192737815,0.06813475079386995,0.0038658014634819827
2800,400,0.0,0.14292608935466078,0.08025372311086597,0.005515719801434087
2800,800,0.0,0.13811659192825113,0.09941359089341152,0.005933080372542256
2800,1200,0.0,0.12384371116940494,0.12025403838188596,0.007317409913019467
2800,1400,0.0,0.10068224105850734,0.12294121700778719,0.00978567982909517
2800,1600,0.0,0.07125069175428887,0.1196043165467626,0.012866629773104593
2800,1800,0.0,0.03594590865185594,0.08458672554160342,0.016006623430384986
2800,2000,0.0,0.00811275352354761,0.03540735647989,0.020694396699896873
2800,2200,0.0,0.001383508577753182,0.006087437742114001,0.01715550636413946
2800,2400,0.0,0.00034494653328734045,0.00048292514660227664,0.003932390479475681
